airfoil,thickness,thickness_loc,camber,camber_loc,le_radius,te_angle,avg_LD,peak_LD,peak_AoA
gen10_rank2.dat,0.1078238604168311,0.2833963413644218,0.0548944712340412,0.4895937551872097,0.025364342808721,13.899249394675708,,161.05863192182412,
gen10_rank3.dat,0.1121714421632714,0.2866073635097608,0.0550237792493665,0.4904241026537375,0.0257590395625145,13.857105547154273,,160.2746365105008,
gen11_rank1.dat,0.1078238604168311,0.2833963413644218,0.0548944712340412,0.4895937551872097,0.025364342808721,13.899249394675708,,161.05863192182412,
gen11_rank2.dat,0.1121714421632714,0.2866073635097608,0.0550237792493665,0.4904241026537375,0.0257590395625145,13.857105547154273,,160.2746365105008,
gen11_rank3.dat,0.1091281349407632,0.2843596480080235,0.0549332636386388,0.489842859427168,0.0270456727374418,13.886606240419276,,160.95934959349594,
gen12_rank1.dat,0.1091281349407632,0.2843596480080235,0.0549332636386388,0.489842859427168,0.0270456727374418,13.886606240419276,,160.95934959349594,
gen12_rank2.dat,0.1078238604168311,0.2833963413644218,0.0548944712340412,0.4895937551872097,0.025364342808721,13.899249394675708,,161.05863192182412,
gen12_rank3.dat,0.1121714421632714,0.2866073635097608,0.0550237792493665,0.4904241026537375,0.0257590395625145,13.857105547154273,,160.2746365105008,
gen13_rank1.dat,0.1078238604168311,0.2833963413644218,0.0548944712340412,0.4895937551872097,0.025364342808721,13.899249394675708,,161.05863192182412,
gen13_rank2.dat,0.1091281349407632,0.2843596480080235,0.0549332636386388,0.489842859427168,0.0270456727374418,13.886606240419276,,160.95934959349594,
gen13_rank3.dat,0.1109541192742681,0.2857082773090659,0.0549875730050754,0.4901916053631096,0.0267425691032602,13.868905824460274,,137.46130030959753,
gen14_rank1.dat,0.1087629380740622,0.284089922147815,0.0549224017653515,0.4897731102399797,0.0270337064272805,13.890146323611075,,152.991452991453,
gen14_rank2.dat,0.1078238604168311,0.2833963413644218,0.0548944712340412,0.4895937551872097,0.025364342808721,13.899249394675708,,161.05863192182412,
gen14_rank3.dat,0.1091281349407632,0.2843596480080235,0.0549332636386388,0.489842859427168,0.0270456727374418,13.886606240419276,,160.95934959349594,
gen15_rank1.dat,0.1078238604168311,0.2833963413644218,0.0548944712340412,0.4895937551872097,0.025364342808721,13.899249394675708,,161.05863192182412,
gen15_rank2.dat,0.1091281349407632,0.2843596480080235,0.0549332636386388,0.489842859427168,0.0270456727374418,13.886606240419276,,160.95934959349594,
gen15_rank3.dat,0.1121714421632714,0.2866073635097608,0.0550237792493665,0.4904241026537375,0.0257590395625145,13.857105547154273,,160.2746365105008,
gen1_rank1.dat,0.12085990210946783,0.30347752078931967,0.0419976554079797,0.27685548354388695,0.027154204924469627,13.505992104482875,,100.4392523364486,
gen1_rank2.dat,0.17170223625992187,0.2608471917771713,0.04282020604407956,0.5161916606659732,0.02559829470542546,4.853712171284864,,124.31734317343172,
gen1_rank3.dat,0.12176982204044394,0.2508658008124675,0.04901143735801681,0.5311932549166607,0.012969111657848295,3.852149454907996,,135.466816647919,
gen2_rank1.dat,0.12176982204044394,0.2508658008124675,0.04901143735801681,0.5311932549166607,0.012969111657848295,3.852149454907996,,135.466816647919,
gen2_rank2.dat,0.11540723536760475,0.3662741722368811,0.053958321259989804,0.5435276626766374,0.023854688699214387,10.024658149910696,,168.82067851373182,
gen2_rank3.dat,0.18084500078942775,0.3059296908529219,0.0503812918468077,0.5625598584324207,0.01942061434584006,10.403868674394507,,131.08384458077708,
gen3_rank1.dat,0.11540723536760475,0.3662741722368811,0.053958321259989804,0.5435276626766374,0.023854688699214387,10.024658149910696,,168.82067851373182,
gen3_rank2.dat,0.15481373599222673,0.29247528591508426,0.05307974429818752,0.5243924612691725,0.025075212903562138,6.404995964872613,,143.21917808219177,
gen3_rank3.dat,0.11770809543877508,0.2953971465038148,0.06206549412247177,0.5058925312095869,0.023651676160020396,7.9215291801730325,,165.08100147275405,
gen4_rank1.dat,0.11540723536760475,0.3662741722368811,0.053958321259989804,0.5435276626766374,0.023854688699214387,10.024658149910696,,168.82067851373182,
gen4_rank2.dat,0.11770809543877508,0.2953971465038148,0.06206549412247177,0.5058925312095869,0.023651676160020396,7.9215291801730325,,165.08100147275405,
gen4_rank3.dat,0.11536108274036062,0.3491617300206136,0.05433536366572454,0.5171216728564629,0.0208648032977779,10.547891371503402,,170.8153078202995,
gen5_rank1.dat,0.11536108274036062,0.3491617300206136,0.05433536366572454,0.5171216728564629,0.0208648032977779,10.547891371503402,,170.8153078202995,
gen5_rank2.dat,0.11540723536760475,0.3662741722368811,0.053958321259989804,0.5435276626766374,0.023854688699214387,10.024658149910696,,168.82067851373182,
gen5_rank3.dat,0.11770809543877508,0.2953971465038148,0.06206549412247177,0.5058925312095869,0.023651676160020396,7.9215291801730325,,165.08100147275405,
gen6_rank1.dat,0.11536108274036062,0.3491617300206136,0.05433536366572454,0.5171216728564629,0.0208648032977779,10.547891371503402,,170.8153078202995,
gen6_rank2.dat,0.11540723536760475,0.3662741722368811,0.053958321259989804,0.5435276626766374,0.023854688699214387,10.024658149910696,,168.82067851373182,
gen6_rank3.dat,0.11540723536760475,0.3662741722368811,0.053958321259989804,0.5435276626766374,0.023854688699214387,10.024658149910696,,168.82067851373182,
gen7_rank1.dat,0.11536108274036062,0.3491617300206136,0.05433536366572454,0.5171216728564629,0.0208648032977779,10.547891371503402,,170.8153078202995,
gen7_rank2.dat,0.11540723536760475,0.3662741722368811,0.053958321259989804,0.5435276626766374,0.023854688699214387,10.024658149910696,,168.82067851373182,
gen7_rank3.dat,0.11540723536760475,0.3662741722368811,0.053958321259989804,0.5435276626766374,0.023854688699214387,10.024658149910696,,168.82067851373182,
gen8_rank1.dat,0.11536108274036062,0.3491617300206136,0.05433536366572454,0.5171216728564629,0.0208648032977779,10.547891371503402,,170.8153078202995,
gen8_rank2.dat,0.11540723536760475,0.3662741722368811,0.053958321259989804,0.5435276626766374,0.023854688699214387,10.024658149910696,,168.82067851373182,
gen8_rank3.dat,0.11540723536760475,0.3662741722368811,0.053958321259989804,0.5435276626766374,0.023854688699214387,10.024658149910696,,168.82067851373182,
gen9_rank1.dat,0.11536108274036062,0.3491617300206136,0.05433536366572454,0.5171216728564629,0.0208648032977779,10.547891371503402,,170.8153078202995,
gen9_rank2.dat,0.11537492852853386,0.35429546268549383,0.054222250944004124,0.5249564248640656,0.022190564136399957,10.39092140502559,,173.01507537688443,
gen9_rank3.dat,0.11537492852853386,0.35429546268549383,0.054222250944004124,0.5250434698025153,0.021761768918208847,10.39092140502559,,173.04857621440536,
gen10_rank1.dat,0.11537492852853386,0.35429546268549383,0.054222250944004124,0.5249564248640656,0.022190564136399957,10.39092140502559,,173.01507537688443,
gen10_rank2.dat,0.11537492852853386,0.35429546268549383,0.054222250944004124,0.5250434698025153,0.021761768918208847,10.39092140502559,,173.04857621440536,
gen10_rank3.dat,0.11536108274036062,0.3491617300206136,0.05433536366572454,0.5171216728564629,0.0208648032977779,10.547891371503402,,170.8153078202995,
gen11_rank1.dat,0.11537492852853386,0.35429546268549383,0.054222250944004124,0.5249564248640656,0.022190564136399957,10.39092140502559,,173.01507537688443,
gen11_rank2.dat,0.11537492852853386,0.35429546268549383,0.054222250944004124,0.5250434698025153,0.021761768918208847,10.39092140502559,,173.04857621440536,
gen11_rank3.dat,0.11537492852853386,0.35429546268549383,0.054222250944004124,0.5250434698025153,0.021761768918208847,10.39092140502559,,173.04857621440536,
gen12_rank1.dat,0.11537492852853386,0.35429546268549383,0.054222250944004124,0.5249564248640656,0.022190564136399957,10.39092140502559,,173.01507537688443,
gen12_rank2.dat,0.11537492852853386,0.35429546268549383,0.054222250944004124,0.5250434698025153,0.021761768918208847,10.39092140502559,,173.04857621440536,
gen12_rank3.dat,0.11537492852853386,0.35429546268549383,0.054222250944004124,0.5250434698025153,0.021761768918208847,10.39092140502559,,173.04857621440536,
gen13_rank1.dat,0.11537492852853386,0.35429546268549383,0.054222250944004124,0.5250434698025153,0.021761768918208847,10.39092140502559,,173.04857621440536,
gen13_rank2.dat,0.11537492852853386,0.35429546268549383,0.054222250944004124,0.5250434698025153,0.021761768918208847,10.39092140502559,,173.04857621440536,
gen13_rank3.dat,0.11537492852853386,0.35429546268549383,0.054222250944004124,0.5249564248640656,0.022190564136399957,10.39092140502559,,173.01507537688443,
gen14_rank1.dat,0.11537492852853386,0.35429546268549383,0.054222250944004124,0.5249564248640656,0.022190564136399957,10.39092140502559,,173.01507537688443,
gen14_rank2.dat,0.11537492852853386,0.35429546268549383,0.054222250944004124,0.5250434698025153,0.021761768918208847,10.39092140502559,,173.04857621440536,
gen14_rank3.dat,0.11537492852853386,0.35429546268549383,0.054222250944004124,0.5250434698025153,0.021761768918208847,10.39092140502559,,173.04857621440536,
