airfoil,thickness,thickness_loc,camber,camber_loc,le_radius,te_angle,avg_LD,peak_LD,peak_AoA
mh64.dat,0.085946,0.265265,0.01489,0.382382,0.024386,3.984,58.8621,77.8571,5.0
mh91.dat,0.149928,0.282282,0.016826,0.162162,0.036477,8.0761,48.1444,77.8551,9.0
giiih.dat,0.083422,0.424424,0.012977,0.284284,0.023175,,43.5597,77.8068,3.0
ag11.dat,0.058127,0.257257,0.022883,0.291291,0.02191,6.1315,67.25,77.6655,5.0
glennmartin2.dat,0.135368,0.222222,0.076693,0.31031,0.026879,,66.9174,77.5941,7.0
arad13.dat,0.13,0.251251,0.036121,0.307307,0.041635,11.3868,68.1516,77.525,8.0
n5h15.dat,0.154627,0.37037,0.029645,0.334334,0.023334,,46.8846,77.5234,7.0
e1214.dat,0.198491,0.241241,0.021255,0.323323,0.05464,15.9946,56.0228,77.4723,9.0
ste87151.dat,0.139491,0.463463,0.035571,0.011011,0.028123,13.8016,48.3233,77.3532,4.0
jx-gs-15.dat,0.076,0.28028,0.014626,0.403403,0.021125,9.1916,65.2114,77.2999,4.0
raf15.dat,0.065106,0.165165,0.026127,0.32032,0.017781,,43.4301,77.2797,6.0
ah94w301.dat,0.301034,0.304304,0.010706,0.806807,0.081016,19.4813,53.3698,77.2088,10.0
giiif.dat,0.082644,0.447447,0.013024,0.291291,0.022407,,43.9018,77.1651,3.0
as5046.dat,0.160027,0.377377,0.010818,0.213213,0.033574,13.6503,60.8276,77.1553,5.0
goe681.dat,0.169261,0.251251,0.043538,0.4004,0.052397,,68.0636,77.1406,4.0
c5d.dat,0.110547,0.4004,0.013548,0.5996,0.027396,,58.079,77.118,3.0
s6063.dat,0.06974,0.286286,0.014203,0.411411,0.017548,4.852,61.3871,77.1031,6.0
fx63145.dat,0.144727,0.304304,0.0404,0.372372,0.02967,5.6922,67.7203,77.0731,7.0
atr72sm.dat,0.145272,0.255255,0.028715,0.213213,0.039336,12.9509,59.915,77.0445,10.0
e473.dat,0.1619,0.212212,0.0,0.0,0.042537,18.8511,46.5832,77.0431,10.0
e169.dat,0.144045,0.267267,0.0,0.0,0.033511,10.9909,49.7795,77.0404,7.0
du8608418.dat,0.084561,0.36036,0.011201,0.434434,0.020537,5.57,46.997,77.0366,3.0
v43012.dat,0.120494,0.307307,0.036724,0.144144,0.032094,16.0176,62.1787,76.9616,8.0
vr8.dat,0.08153,0.341341,0.012764,0.337337,0.017767,7.6197,44.7812,76.8753,4.0
ag04.dat,0.064238,0.222222,0.017526,0.397397,0.021061,5.767,54.4631,76.6196,5.0
jx-gs-10.dat,0.074099,0.265265,0.014707,0.361361,0.020979,7.8971,57.1547,76.6015,4.0
k3.dat,0.173155,0.338338,0.01353,0.72973,0.048682,9.8566,57.9364,76.5006,1.0
naca23012.dat,0.120059,0.3003,0.036577,0.003003,0.032081,15.5634,59.3099,76.3843,9.0
e226.dat,0.101985,0.298298,0.009837,0.436436,0.026121,8.8003,55.3716,76.3711,4.0
s1046.dat,0.170276,0.286286,0.0,0.0,0.038822,12.5042,48.3501,76.3441,9.0
goe16k.dat,0.181531,0.491491,0.041123,0.535536,0.032002,,36.6005,76.3264,4.0
e326.dat,0.128812,0.323323,0.021781,0.199199,0.030293,13.9289,45.2823,76.2144,10.0
doa5.dat,0.162198,0.413413,0.025548,0.767768,0.035763,16.9652,61.6285,76.1829,3.0
e186.dat,0.102751,0.308308,0.013154,0.288288,0.024638,9.2265,47.8995,76.125,6.0
s4094.dat,0.099065,0.28028,0.024271,0.355355,0.026025,5.073,63.1647,76.1236,7.0
b707e.dat,0.09009,0.418418,0.017791,0.339339,0.019603,12.7836,55.3285,76.1196,2.0
goe679.dat,0.183779,0.258258,0.045345,0.396396,0.058889,,64.7735,76.0801,6.0
clarkys.dat,0.117071,0.283283,0.023516,0.288288,0.024243,,55.7977,75.9623,8.0
e479.dat,0.165734,0.25025,0.0,0.0,0.041747,12.6862,48.1109,75.8979,8.0
mh92.dat,0.154987,0.285285,0.016817,0.16016,0.037239,8.4146,45.7993,75.8916,10.0
clarym18.dat,0.180091,0.281281,0.035599,0.41041,0.054317,,68.0586,75.8811,5.0
bacnlf.dat,0.100808,0.431431,0.014099,0.750751,0.020332,13.511,49.2179,75.827,3.0
ames01.dat,0.102883,0.325325,0.014173,0.165165,0.024527,9.0843,55.1086,75.771,9.0
hh02.dat,0.09574,0.307307,0.020206,0.408408,0.021388,0.021,57.447,75.7529,6.0
ag08.dat,0.058305,0.206206,0.018029,0.395395,0.020562,5.7482,50.0257,75.7075,5.0
giiii.dat,0.084543,0.391391,0.013298,0.271271,0.02471,,53.9564,75.571,3.0
naca64208.dat,0.080003,0.382382,0.01103,0.501502,0.021278,,46.7527,75.5476,3.0
b707d.dat,0.089798,0.416416,0.020001,0.304304,0.014837,,56.2032,75.5438,2.0
naca632a015.dat,0.149977,0.358358,0.016963,0.14014,0.030077,17.6895,57.9636,75.5197,8.0
s3.dat,0.110019,0.294294,0.018354,0.137137,0.021108,,55.3327,75.4743,7.0
e858.dat,0.227467,0.278278,0.048449,0.446446,0.052264,23.9649,63.941,75.4282,9.0
goe767.dat,0.120005,0.196196,0.015072,0.183183,0.033589,,55.6793,75.4107,8.0
hq1012.dat,0.119609,0.342342,0.010001,0.492492,0.02549,9.019,59.7121,75.3724,6.0
tempest3.dat,0.1,0.378378,0.010346,0.399399,0.022486,15.9009,47.3569,75.3472,4.0
jx-gs-06.dat,0.070999,0.248248,0.014654,0.325325,0.020959,7.2464,60.6641,75.3386,5.0
fxs02196.dat,0.195921,0.363363,0.03741,0.441441,0.034916,7.5072,52.5004,75.0772,3.0
marske3.dat,0.120709,0.278278,0.027605,0.147147,0.026971,,49.9394,75.016,9.0
bte-fk.dat,0.121298,0.237237,0.018921,0.484484,0.034762,12.0347,65.2631,74.9463,6.0
naca63209.dat,0.090009,0.35035,0.01103,0.502503,0.023061,,49.0789,74.8355,3.0
bacxxx.dat,0.113113,0.356356,0.013981,0.139139,0.022411,,64.2858,74.8019,7.0
jx-gs-04.dat,0.069,0.232232,0.014782,0.302302,0.022418,6.4119,58.996,74.7569,5.0
s1048.dat,0.140012,0.29029,0.0,0.0,0.031412,11.3303,47.7187,74.6749,7.0
c5b.dat,0.115504,0.399399,0.012156,0.705706,0.027153,,55.7208,74.6484,3.0
goe167.dat,0.101424,0.327327,0.046091,0.348348,0.030262,,59.8382,74.6424,8.0
ag46ct02r.dat,0.060848,0.227227,0.016893,0.324324,0.022314,4.9144,62.5157,74.6321,4.0
goe575.dat,0.1335,0.303303,0.03621,0.365365,0.042841,,60.5663,74.5898,7.0
oa209.dat,0.090117,0.304304,0.015584,0.162162,0.025895,2.1381,54.7209,74.5843,8.0
e478.dat,0.157075,0.248248,1e-06,0.934935,0.039297,12.8774,48.4598,74.563,8.0
p51dtip.dat,0.114482,0.485485,0.013029,0.478478,0.026749,7.2108,44.8857,74.5481,4.0
ag46c03.dat,0.060265,0.232232,0.022785,0.418418,0.022286,4.1818,57.3644,74.465,5.0
fx68h120.dat,0.118106,0.259259,0.023131,0.335335,0.028201,10.2179,59.2047,74.4247,7.0
ms313.dat,0.131388,0.378378,0.015794,0.647648,0.031303,5.9417,63.6031,74.4176,2.0
goe435.dat,0.262207,0.272272,0.046991,0.534535,0.083061,,59.8452,74.4078,5.0
e426.dat,0.108537,0.221221,0.007248,0.43043,0.032455,7.2279,55.8784,74.4016,8.0
eh2510.dat,0.099945,0.296296,0.02493,0.25025,0.020652,9.9046,55.1223,74.3577,5.0
m10.dat,0.062216,0.341341,0.019257,0.335335,0.022156,,56.3195,74.3133,3.0
rc510.dat,0.099673,0.39039,0.022105,0.277277,0.028716,11.2766,63.6218,74.3005,3.0
goe522.dat,0.219149,0.275275,0.052197,0.453453,0.064622,,61.6575,74.2775,6.0
rc10b3.dat,0.099781,0.391391,0.017087,0.321321,0.025979,18.4804,59.0437,74.2377,4.0
oa213.dat,0.125676,0.326326,0.033198,0.259259,0.032394,1.8859,61.5261,74.172,7.0
ag09.dat,0.048637,0.177177,0.018586,0.329329,0.020057,4.5414,54.0713,74.0951,5.0
naca64209.dat,0.090012,0.38038,0.01103,0.502503,0.022616,,40.158,74.082,3.0
fx83w227.dat,0.226492,0.346346,0.034406,0.409409,0.049578,27.0694,57.7671,73.9623,8.0
raf69.dat,0.206481,0.309309,0.017259,0.464464,0.043591,,54.1807,73.8101,8.0
tsagi8.dat,0.079986,0.34034,0.01335,0.3003,0.014772,,31.5405,73.8024,4.0
eh1090.dat,0.089946,0.296296,0.009971,0.25025,0.024434,8.3163,50.3552,73.7472,5.0
e361.dat,0.121253,0.352352,0.016455,0.278278,0.029858,12.9076,54.6878,73.7449,5.0
m4.dat,0.063104,0.335335,0.022063,0.298298,0.020271,,29.392,73.6871,4.0
v43015.dat,0.150317,0.294294,0.036841,0.142142,0.040265,,58.9883,73.6622,7.0
vr13.dat,0.094511,0.346346,0.020417,0.216216,0.025829,13.5765,59.4441,73.6458,9.0
vr14.dat,0.079589,0.346346,0.017193,0.216216,0.022665,11.4412,60.5048,73.6101,8.0
fx77w258.dat,0.261781,0.324324,0.043452,0.271271,0.061908,12.1736,51.2148,73.5892,10.0
e485.dat,0.125293,0.337337,0.01148,0.246246,0.029904,11.7264,54.8257,73.5651,8.0
naca651212.dat,0.119978,0.407407,0.01103,0.503504,0.025603,,47.1025,73.5108,4.0
mh93.dat,0.159951,0.289289,0.016663,0.157157,0.037936,8.771,44.006,73.503,10.0
oaf128.dat,0.127959,0.242242,0.009921,0.442442,0.037965,1.4428,56.1801,73.4784,6.0
e428.dat,0.112072,0.203203,0.006053,0.487487,0.032348,7.9901,53.8918,73.4781,9.0
ncambre.dat,0.115216,0.312312,0.013807,0.163163,0.029401,15.0837,58.275,73.4225,7.0
goe599.dat,0.100084,0.33033,0.015389,0.554555,0.02539,,57.2365,73.4178,2.0
goe627.dat,0.157556,0.288288,0.04075,0.3003,0.033486,,65.506,73.4144,4.0
cap21c.dat,0.155703,0.156156,0.006205,0.232232,0.053782,10.8642,45.1488,73.3988,10.0
mh126.dat,0.250872,0.349349,0.077674,0.447447,0.071984,15.4801,64.5341,73.3964,5.0
s8066.dat,0.100058,0.369369,0.009567,0.001001,0.023976,9.6272,52.5057,73.3285,4.0
naca1412.dat,0.120058,0.3003,0.010008,0.413413,0.032605,,56.9884,73.3124,5.0
naca64206.dat,0.059991,0.384384,0.01103,0.500501,0.018686,,53.3521,73.2979,2.0
giiij.dat,0.085054,0.376376,0.013959,0.26026,0.023424,,56.0044,73.2466,3.0
vr1.dat,0.109872,0.37037,0.015447,0.469469,0.02628,12.8979,53.0196,73.0793,3.0
naca2421.dat,0.210008,0.296296,0.02002,0.415415,0.054481,,57.1861,72.9269,8.0
giiie.dat,0.087876,0.434434,0.011869,0.298298,0.023409,,43.696,72.8429,4.0
naca66206.dat,0.060013,0.458458,0.01103,0.500501,0.017861,,36.3546,72.8356,2.0
naca23015.dat,0.150101,0.298298,0.01844,0.139139,0.033747,,54.8023,72.7065,9.0
naca65206.dat,0.060006,0.413413,0.01103,0.500501,0.018161,,24.8132,72.7003,2.0
v13009.dat,0.090008,0.3003,0.013005,0.212212,0.027347,,57.6161,72.659,7.0
lg10sc.dat,0.09999,0.32032,0.014653,0.156156,0.025277,14.7863,57.6649,72.6108,9.0
supermarine371i.dat,0.130049,0.411411,0.009327,0.521522,0.021656,,49.5173,72.5711,5.0
fx77w270.dat,0.271357,0.332332,0.043406,0.271271,0.062686,9.9586,49.4211,72.5503,10.0
sc21010.dat,0.100018,0.346346,0.000205,0.176176,0.02606,2.1195,50.8629,72.5145,0.0
n63010a.dat,0.099964,0.362362,0.0,0.0,0.016948,,39.6455,72.5043,9.0
mh27.dat,0.119938,0.432432,0.015059,0.408408,0.021786,22.8709,54.4587,72.4848,4.0
mh78.dat,0.144732,0.216216,0.026765,0.166166,0.042801,6.7231,48.4444,72.4803,9.0
naca663218.dat,0.179975,0.455455,0.01103,0.502503,0.03347,,40.6258,72.413,5.0
ames03.dat,0.100003,0.378378,0.012087,0.165165,0.025464,2.1821,51.041,72.3864,8.0
naca65210.dat,0.099967,0.41041,0.01103,0.502503,0.02298,,43.7827,72.3756,3.0
vr12.dat,0.105653,0.346346,0.022824,0.216216,0.028435,15.1449,61.4669,72.3713,8.0
e474.dat,0.14093,0.204204,0.0,0.0,0.038718,13.5205,46.0856,72.3498,10.0
k1.dat,0.115988,0.329329,0.019664,0.736737,0.029431,3.149,58.9146,72.3133,2.0
n64212mb.dat,0.120481,0.354354,0.015081,0.111111,0.035597,,53.0752,72.2959,10.0
goe505.dat,0.141348,0.241241,0.058869,0.398398,0.045015,,66.8463,72.2899,4.0
naca64210.dat,0.100034,0.379379,0.01103,0.502503,0.024,,41.4725,72.2699,3.0
goe416a.dat,0.117105,0.313313,0.013416,0.631632,0.025681,,47.5061,72.2627,6.0
goe531.dat,0.138178,0.206206,0.147211,0.479479,0.059509,,36.5829,72.2427,3.0
e168.dat,0.12446,0.26026,0.0,0.0,0.030098,10.5085,48.6091,72.188,7.0
mh33.dat,0.072751,0.291291,0.010953,0.418418,0.022554,8.0279,53.975,72.0947,3.0
marske4.dat,0.102109,0.22022,0.028447,0.127127,0.025078,,51.4587,71.956,10.0
m665.dat,0.07852,0.341341,0.014404,0.307307,0.015908,,51.9701,71.8622,4.0
naca65209.dat,0.08997,0.411411,0.01103,0.501502,0.021741,,52.2133,71.8484,3.0
e475.dat,0.150028,0.223223,0.0,0.0,0.040465,15.6351,43.8111,71.7762,9.0
nl722362.dat,0.086146,0.379379,0.012516,0.223223,0.02424,15.1431,59.0671,71.6782,7.0
sc20714.dat,0.1396,0.37037,0.014953,0.797798,0.036466,3.1954,59.1753,71.6729,6.0
vr8b.dat,0.080723,0.338338,0.012637,0.334334,0.02215,0.0,46.4216,71.6386,4.0
marske2.dat,0.12068,0.274274,0.027076,0.133133,0.028321,,49.2548,71.6372,9.0
e184.dat,0.083287,0.321321,0.012069,0.349349,0.022184,5.2324,38.3391,71.459,4.0
naca633018.dat,0.180147,0.342342,0.0,0.0,0.035924,7.2151,44.5682,71.4087,7.0
eiffel371.dat,0.144271,0.32032,0.072876,0.251251,0.025906,,60.0999,71.3812,8.0
s8038.dat,0.130085,0.326326,0.008914,0.308308,0.031054,17.0727,56.1869,71.3717,6.0
dfvlrr4.dat,0.133832,0.374374,0.021008,0.800801,0.032245,4.8584,59.3868,71.1043,2.0
goe511.dat,0.16773,0.236236,0.08066,0.342342,0.064018,,58.0551,70.9353,6.0
rae69ck.dat,0.121108,0.379379,0.012642,0.757758,0.026193,9.6705,48.8637,70.9292,3.0
rae2822.dat,0.121108,0.379379,0.012642,0.757758,0.026193,9.6705,48.8637,70.9292,3.0
nacam12.dat,0.119395,0.28028,0.020305,0.336336,0.024203,,54.1819,70.9078,6.0
naca662215.dat,0.149912,0.454454,0.01103,0.501502,0.029013,,41.1956,70.8904,4.0
npl9615.dat,0.113011,0.341341,0.010109,0.199199,0.029501,18.0233,54.7534,70.8418,7.0
naca1410.dat,0.100088,0.313313,0.009751,0.491491,0.0281,,55.8239,70.8143,4.0
giiik.dat,0.08537,0.358358,0.015017,0.252252,0.024306,,57.2196,70.806,4.0
usa32.dat,0.148364,0.23023,0.093381,0.404404,0.0571,,64.766,70.7795,4.0
rhodesg36.dat,0.163475,0.257257,0.08164,0.26026,0.040229,,67.0011,70.7178,5.0
sc2110.dat,0.099253,0.376376,0.019723,0.17017,0.029541,4.338,56.2722,70.6901,8.0
e837.dat,0.161061,0.371371,0.0,0.0,0.031196,11.4055,43.1032,70.6799,6.0
ssca09.dat,0.090002,0.38038,0.011686,0.171171,0.024161,4.2197,52.8173,70.6668,7.0
tempest2.dat,0.120003,0.378378,0.009346,0.399399,0.024335,19.0959,52.4863,70.5739,4.0
vr15.dat,0.079558,0.352352,0.012924,0.191191,0.022627,12.4095,42.4767,70.5625,7.0
n5h10.dat,0.099041,0.408408,0.022631,0.372372,0.016571,10.5631,47.2131,70.4761,5.0
hs1620.dat,0.20016,0.34034,0.040995,0.44044,0.058633,34.4206,59.769,70.4636,2.0
vr11x.dat,0.10988,0.374374,0.024188,0.27027,0.022483,15.9399,58.8371,70.4434,10.0
trainer60.dat,0.183298,0.285285,0.00215,0.017017,0.045597,14.1331,43.0683,70.3588,10.0
giiil.dat,0.085465,0.349349,0.01579,0.247247,0.024792,,57.9087,70.3524,4.0
e838.dat,0.184153,0.394394,3e-06,0.465465,0.032728,12.9098,39.7054,70.2449,6.0
tempest1.dat,0.145001,0.378378,0.010346,0.399399,0.029296,22.9,52.7354,70.2369,5.0
giiid.dat,0.097129,0.399399,0.0097,0.308308,0.02512,,46.1099,70.1221,4.0
giiin.dat,0.084492,0.325325,0.020754,0.196196,0.027244,,54.1778,70.0963,6.0
w1015.dat,0.14997,0.277277,0.000623,0.0,0.038113,17.696,46.7602,69.8325,7.0
eiffel428.dat,0.090035,0.331331,0.051342,0.359359,0.018405,,54.6222,69.7197,4.0
e360.dat,0.122435,0.356356,0.015413,0.269269,0.030097,13.3332,54.1012,69.6942,5.0
naca633218.dat,0.180036,0.351351,0.011362,0.252252,0.039191,,46.8112,69.6803,7.0
naca23018.dat,0.1802,0.301301,0.018511,0.131131,0.042873,,50.476,69.6193,8.0
ag10.dat,0.047271,0.16016,0.017146,0.325325,0.020414,4.163,53.4769,69.5742,5.0
nl722343.dat,0.08612,0.376376,0.013505,0.72973,0.02424,10.5653,55.17,69.5233,7.0
npl9660.dat,0.113011,0.341341,0.010109,0.199199,0.029501,3.7214,51.9848,69.4251,7.0
p51htip.dat,0.119998,0.456456,0.013299,0.475475,0.023439,9.6659,41.4269,69.3119,4.0
nlr1t.dat,0.08702,0.382382,0.01262,0.221221,0.022629,17.2624,52.0537,69.2662,6.0
s8035.dat,0.14004,0.29029,0.0,0.0,0.036565,17.5585,47.0935,69.2288,7.0
naca66210.dat,0.100012,0.456456,0.01103,0.500501,0.022482,,45.2948,69.2255,3.0
raf25.dat,0.064859,0.321321,0.010413,0.517518,0.020645,,53.9073,69.1907,2.0
rc410.dat,0.099827,0.387387,0.02132,0.284284,0.032605,11.3147,55.6091,69.1555,8.0
naca664221.dat,0.210015,0.454454,0.01103,0.502503,0.038366,,31.2586,69.1273,6.0
giiim.dat,0.085166,0.338338,0.01864,0.229229,0.026234,,56.2068,69.1175,6.0
b737b.dat,0.125737,0.277277,0.015483,0.079079,0.027563,,55.73,69.0078,8.0
ms317.dat,0.17008,0.375375,0.01514,0.6997,0.042126,7.1553,58.3002,69.005,3.0
sc1095.dat,0.094964,0.263263,0.008064,0.265265,0.028028,7.7539,53.1158,68.9234,10.0
e325.dat,0.126469,0.322322,0.017724,0.177177,0.028606,13.9741,38.6362,68.9124,10.0
e472.dat,0.12101,0.181181,0.0,0.0,0.03646,17.4916,47.1955,68.8031,9.0
goe514.dat,0.167973,0.237237,0.06471,0.373373,0.053309,,55.2562,68.6812,6.0
giiib.dat,0.104644,0.371371,0.00808,0.243243,0.026541,,45.9511,68.5694,6.0
p51hroot.dat,0.154996,0.455455,0.013299,0.476476,0.028411,11.7167,38.718,68.4808,4.0
naca641112.dat,0.120006,0.377377,0.00552,0.503504,0.026977,,45.2703,68.3567,4.0
e477.dat,0.153547,0.319319,0.0,0.0,0.033388,12.7193,47.3471,68.2261,7.0
giiic.dat,0.099362,0.387387,0.009175,0.31031,0.025541,,48.346,68.1439,4.0
goe513.dat,0.16785,0.243243,0.053132,0.348348,0.054657,,47.9166,67.8823,8.0
c5e.dat,0.107824,0.399399,0.014285,0.296296,0.029638,,55.3354,67.8508,3.0
zv15_35.dat,0.156491,0.199199,0.014215,0.006006,0.048401,10.8454,36.5465,67.7484,10.0
c141b.dat,0.126455,0.398398,0.011237,0.630631,0.029628,22.3246,53.4393,67.7342,3.0
rc08b3.dat,0.080042,0.391391,0.010991,0.343343,0.022972,14.5706,52.4038,67.5893,3.0
n64212ma.dat,0.119954,0.39039,0.024537,0.217217,0.036268,6.7077,52.1732,67.5674,9.0
mh49.dat,0.105002,0.29029,0.007088,0.316316,0.025908,4.6098,42.4813,67.3178,5.0
sc1012r8.dat,0.12004,0.272272,0.027111,0.211211,0.041749,9.8913,57.265,67.2975,7.0
ht23.dat,0.065086,0.208208,0.010769,0.222222,0.022388,4.7972,50.6789,67.2524,5.0
sc1094r8.dat,0.094049,0.271271,0.021254,0.21021,0.032434,7.7575,56.8191,67.2244,7.0
sc1095r8.dat,0.094035,0.271271,0.007985,0.271271,0.032435,7.7551,51.8382,67.0528,8.0
sc20710.dat,0.099816,0.375375,0.009501,0.800801,0.025869,2.3223,49.8776,66.9651,0.0
goe703.dat,0.195261,0.346346,0.023059,0.316316,0.043791,,50.4845,66.9231,9.0
naca1408.dat,0.080032,0.3003,0.010006,0.412412,0.024164,,54.957,66.8758,3.0
e476.dat,0.167472,0.333333,0.0,0.0,0.035408,13.665,46.2751,66.871,7.0
s4095.dat,0.096938,0.287287,0.024394,0.341341,0.025746,2.6504,54.2806,66.7771,8.0
c141a.dat,0.129939,0.399399,0.010951,0.655656,0.030341,23.076,52.5504,66.7752,3.0
rae5215.dat,0.096551,0.344344,0.016287,0.697698,0.026559,7.0376,54.7176,66.7532,7.0
goe55.dat,0.061894,0.167167,0.020724,0.228228,0.028037,,51.5246,66.6689,4.0
eh1070.dat,0.070022,0.295295,0.010009,0.25025,0.021259,6.3725,40.4143,66.6147,4.0
b737a.dat,0.153752,0.188188,0.01922,0.045045,0.052133,,47.3948,66.5559,10.0
fx76120.dat,0.120706,0.275275,0.0,0.0,0.030407,15.0243,45.5753,66.3212,6.0
rae5212.dat,0.119494,0.363363,0.018343,0.682683,0.027768,12.5927,57.5494,66.2319,3.0
marske5.dat,0.122484,0.223223,0.034146,0.128128,0.030463,,45.975,66.1087,9.0
rae5214.dat,0.096834,0.333333,0.014361,0.693694,0.026559,6.8768,55.2283,66.0763,7.0
hsnlf213.dat,0.132565,0.432432,0.013741,0.326326,0.028638,9.2554,44.0586,65.9288,5.0
n63215b.dat,0.150475,0.311311,0.0149,0.101101,0.039981,6.1675,53.0033,65.7941,9.0
sc20712.dat,0.119917,0.375375,0.01035,0.78979,0.030975,2.6959,56.3458,65.7422,0.0
npl9627.dat,0.121703,0.293293,0.009072,0.384384,0.029667,15.6192,51.104,65.7296,4.0
rae5213.dat,0.099649,0.335335,0.014449,0.682683,0.026559,6.8768,55.6471,65.6194,7.0
e228.dat,0.100816,0.296296,0.002785,0.299299,0.025169,8.7259,44.659,65.6079,5.0
supermarine371ii.dat,0.083712,0.482482,0.009326,0.473473,0.013285,,26.4424,65.5664,3.0
naca661212.dat,0.120011,0.455455,0.01103,0.501502,0.024955,,36.4099,65.4836,3.0
esa40.dat,0.107252,0.285285,0.020065,0.123123,0.029676,6.9177,40.7016,65.4053,10.0
w1011.dat,0.110008,0.254254,0.000544,0.0,0.02945,10.8032,47.9042,65.3427,7.0
joukowsk.dat,0.118,0.25025,0.0,0.096096,0.032954,4.1834,47.0601,65.3011,7.0
n64015.dat,0.150088,0.374374,0.0,0.0,0.024442,,40.3542,65.2848,5.0
ag47ct02r.dat,0.049923,0.219219,0.013051,0.327327,0.019589,4.032,51.9209,65.2151,5.0
s8025.dat,0.079842,0.225225,0.004773,0.17017,0.024128,5.6783,49.0667,65.181,6.0
stcyr171.dat,0.1108,0.301301,0.000107,0.029029,0.02573,,44.4146,65.0684,6.0
naca0015.dat,0.15004,0.299299,0.0,0.0,0.033326,,44.6525,64.9823,8.0
goe10k.dat,0.038535,0.475475,0.014319,0.563564,0.013943,,25.7073,64.8697,2.0
ag47c03.dat,0.050614,0.225225,0.01957,0.455455,0.019588,3.4758,50.0947,64.7864,6.0
isa960.dat,0.0946,0.299299,0.057671,0.348348,0.020998,,48.8617,64.7097,5.0
glennmartin4.dat,0.155072,0.319319,0.076957,0.339339,0.025455,,56.1861,64.6606,8.0
naca0018.dat,0.18006,0.3003,0.0,0.0,0.042897,,42.8317,64.6301,9.0
e171.dat,0.12282,0.346346,0.0,0.0,0.026655,11.581,42.2502,64.5004,5.0
n63015a.dat,0.149952,0.356356,0.0,0.0,0.024946,,42.9928,64.4695,5.0
naca4424.dat,0.24033,0.297297,0.040061,0.419419,0.071871,,47.8945,64.2747,7.0
n64015a.dat,0.150011,0.381381,0.0,0.0,0.024207,,40.6278,64.2023,5.0
usa49.dat,0.072514,0.308308,0.017524,0.358358,0.01524,,56.2332,64.0432,3.0
stcyr172.dat,0.137038,0.255255,0.0,0.0,0.03127,,42.9417,63.9743,7.0
sc20612.dat,0.120017,0.375375,0.011306,0.793794,0.031139,2.8425,55.7045,63.9195,1.0
goe518.dat,0.1801,0.285285,0.073004,0.308308,0.06545,,55.2425,63.8543,8.0
giiia.dat,0.110247,0.378378,0.00741,0.136136,0.027842,,40.7343,63.8147,7.0
mi-vawt1.dat,0.210001,0.309309,0.003997,0.199199,0.060757,8.0709,45.6072,63.7186,8.0
npl9626.dat,0.120675,0.303303,0.007279,0.299299,0.027839,15.6178,46.0556,63.7168,4.0
sc20614.dat,0.139915,0.365365,0.01255,0.800801,0.03692,3.54,56.2486,63.653,1.0
goe506.dat,0.165252,0.269269,0.046797,0.43043,0.042613,,59.4395,63.6458,7.0
mh95.dat,0.158562,0.346346,0.014511,0.231231,0.037356,16.6903,54.5632,63.4553,7.0
goe559.dat,0.112591,0.334334,0.034625,0.336336,0.010811,,35.7499,63.1437,1.0
fx76100.dat,0.100664,0.275275,0.0,0.0,0.025629,12.9384,45.3671,63.0928,5.0
mh94.dat,0.160354,0.325325,0.013605,0.731732,0.042133,14.7839,55.8627,62.9888,6.0
ssca07.dat,0.070002,0.38038,0.009089,0.171171,0.020876,3.2825,46.2189,62.8969,5.0
glennmartin3.dat,0.137803,0.315315,0.068955,0.294294,0.029219,,39.7805,62.8738,5.0
sd8020.dat,0.101094,0.288288,6e-06,0.602603,0.026176,12.7508,45.4941,62.5823,6.0
nasasc2-0714.dat,0.139396,0.367367,0.014803,0.797798,0.0363,3.7683,55.4814,62.5821,1.0
r140sm.dat,0.120426,0.388388,0.004376,0.388388,0.023193,16.7019,37.0016,62.2859,4.0
e520.dat,0.15017,0.355355,0.0007,0.0,0.031581,8.0426,44.1716,62.2166,6.0
fx77w270s.dat,0.271358,0.327327,0.043249,0.271271,0.063403,24.1212,43.0631,62.113,10.0
prandtl-d-wingtip.dat,0.096364,0.278278,0.0007,1.0,0.021524,12.493,43.9925,62.1069,5.0
fxl142k.dat,0.14202,0.315315,0.0,0.0,0.030991,9.4456,43.8134,62.1068,7.0
goe598.dat,0.06571,0.364364,0.009691,0.496496,0.020404,,28.9597,61.8422,2.0
rc1064c.dat,0.100007,0.396396,0.010008,0.358358,0.026281,,49.0937,61.8282,3.0
naca63a210.dat,0.238537,0.48048,0.085417,0.48048,0.024371,,41.7783,61.6726,4.0
vr9.dat,0.060682,0.335335,0.003305,0.341341,0.015209,6.3438,40.2576,61.5292,4.0
n0012.dat,0.120034,0.3003,0.0,0.0,0.031765,15.5643,44.7784,61.4772,6.0
goe410.dat,0.161716,0.271271,0.0,0.0,0.038662,,42.6607,61.4503,9.0
sc20610.dat,0.0998,0.38038,0.010214,0.803804,0.025937,2.4715,53.5863,61.2,1.0
s8023.dat,0.076033,0.17017,0.0,0.0,0.025118,5.6744,44.7373,61.1562,8.0
fxlv152.dat,0.153011,0.356356,5.9e-05,0.997998,0.030514,9.2011,43.9215,61.0954,5.0
hor04.dat,0.040584,0.324324,0.015112,0.466466,0.01717,0.9999,50.0401,60.8892,2.0
fg4.dat,0.127055,0.313313,0.063528,0.313313,0.033718,,47.8817,60.6704,4.0
